student_id,course_id,total_login_days,avg_session_time_min,total_study_time_min,last_login_days_ago,device_type
S2763,C14,43,54,3784,50,Desktop
S2764,C29,15,76,307,40,Tablet
S2765,C16,4,13,2632,24,Tablet
S2766,C30,53,81,2691,1,Mobile
S2767,C3,94,32,1327,56,Mobile
S2768,C2,26,79,1961,43,Mobile
S2769,C26,47,59,5598,33,Tablet
S2770,C14,97,12,1799,59,Desktop
S2771,C5,95,22,1715,48,Mobile
S2772,C6,63,21,206,10,Desktop
S2773,C22,60,20,769,31,Tablet
S2774,C7,30,28,657,30,Desktop
S2775,C19,16,57,5340,31,Mobile
S2776,C25,25,72,1502,33,Desktop
S2777,C9,9,27,5877,49,Desktop
S2778,C3,9,17,2316,59,Desktop
S2779,C23,21,73,2554,56,Tablet
S2780,C14,23,70,2662,1,Desktop
S2781,C21,42,10,1223,12,Desktop
S2782,C22,61,66,1397,20,Mobile
S2783,C12,5,22,5075,40,Mobile
S2784,C1,75,84,3685,25,Mobile
S2785,C28,42,12,1947,54,Tablet
S2786,C18,56,16,4006,37,Desktop
S2787,C1,29,21,2671,27,Mobile
S2788,C6,54,71,4197,10,Desktop
S2789,C14,2,80,5797,6,Desktop
S2790,C3,32,13,1858,39,Desktop
S2791,C29,47,27,3554,57,Mobile
S2792,C2,67,11,1865,18,Mobile
S2793,C7,58,79,5806,50,Desktop
S2794,C1,23,36,570,37,Mobile
S2795,C20,38,33,1361,60,Tablet
S2796,C10,19,70,770,22,Desktop
S2797,C30,92,45,5491,38,Tablet
S2798,C26,85,82,2388,36,Tablet
S2799,C12,64,67,1970,43,Desktop
S2800,C21,67,60,2226,5,Mobile
S2801,C3,72,19,5464,48,Tablet
S2802,C2,3,63,3776,41,Desktop
S2803,C29,78,54,2628,0,Tablet
S2804,C7,98,26,5451,49,Desktop
S2805,C24,88,63,2904,24,Mobile
S2806,C25,32,46,4600,10,Mobile
S2807,C19,23,53,4485,56,Mobile
S2808,C20,4,75,2111,34,Mobile
S2809,C16,62,10,1125,60,Mobile
S2810,C5,20,54,1914,9,Tablet
S2811,C12,3,59,1771,32,Desktop
S2812,C7,73,34,4774,33,Mobile
S2813,C18,28,90,4437,21,Tablet
S2814,C9,3,79,4399,26,Desktop
S2815,C1,8,21,1285,35,Desktop
S2816,C29,44,80,5483,5,Tablet
S2817,C17,24,23,3500,39,Desktop
S2818,C11,78,19,2181,59,Mobile
S2819,C7,18,86,3472,58,Mobile
S2820,C19,97,12,2831,52,Tablet
S2821,C12,86,77,3688,59,Desktop
S2822,C24,7,26,3022,45,Desktop
S2823,C3,37,85,2779,39,Desktop
S2824,C3,1,28,210,49,Mobile
S2825,C24,8,73,455,1,Tablet
S2826,C14,23,83,443,56,Tablet
S2827,C10,10,78,4039,17,Mobile
S2828,C23,94,51,5257,25,Tablet
S2829,C29,93,77,2695,10,Tablet
S2830,C9,56,85,1466,9,Desktop
S2831,C14,40,33,3439,54,Desktop
S2832,C30,30,44,1767,39,Desktop
S2833,C1,31,18,5938,50,Mobile
S2834,C29,58,74,2080,1,Mobile
S2835,C29,66,89,5263,18,Desktop
S2836,C27,43,60,1140,28,Tablet
S2837,C18,52,57,5913,57,Tablet
S2838,C25,22,56,3584,6,Tablet
S2839,C13,45,41,330,53,Desktop
S2840,C2,47,17,4224,22,Tablet
S2841,C24,27,50,523,56,Tablet
S2842,C6,86,60,5145,20,Mobile
S2843,C27,71,71,5967,28,Tablet
S2844,C27,43,25,5165,5,Desktop
S2845,C30,7,81,2449,16,Desktop
S2846,C12,48,73,3818,18,Tablet
S2847,C1,29,69,3914,26,Desktop
S2848,C16,2,74,1624,46,Mobile
S2849,C29,40,62,3586,58,Tablet
S2850,C14,33,11,1741,31,Tablet
S2851,C23,70,31,1556,30,Desktop
S2852,C10,14,33,3217,60,Tablet
S2853,C1,98,36,3235,5,Mobile
S2854,C6,9,32,2221,3,Tablet
S2855,C23,69,89,3070,6,Desktop
S2856,C10,89,17,2372,3,Tablet
S2857,C13,85,27,5809,23,Desktop
S2858,C29,31,43,4651,49,Tablet
S2859,C18,34,34,4622,47,Mobile
S2860,C4,51,45,5977,34,Desktop
S2861,C29,80,11,5657,37,Mobile
S2862,C18,24,42,1209,6,Tablet
S2863,C16,93,80,1428,13,Desktop
S2864,C14,97,81,4634,9,Desktop
S2865,C2,54,18,5572,44,Desktop
S2866,C1,26,49,4802,27,Mobile
S2867,C10,51,84,5541,0,Desktop
S2868,C30,57,46,1109,3,Desktop
S2869,C3,47,49,4802,56,Desktop
S2870,C5,62,33,1357,10,Tablet
S2871,C9,67,79,5630,55,Desktop
S2872,C6,70,90,4308,50,Desktop
S2873,C13,97,11,4910,8,Mobile
S2874,C27,34,80,3306,53,Mobile
S2875,C14,41,46,5644,53,Mobile
S2876,C24,71,49,808,35,Tablet
S2877,C13,67,31,2281,22,Desktop
S2878,C24,13,88,2365,24,Desktop
S2879,C30,83,61,4070,59,Tablet
S2880,C9,44,32,1523,11,Mobile
S2881,C11,38,79,3908,9,Tablet
S2882,C3,15,78,2342,36,Mobile
S2883,C25,90,12,464,29,Mobile
S2884,C29,18,58,4507,40,Desktop
S2885,C12,59,77,5775,7,Desktop
S2886,C10,61,75,1058,16,Mobile
S2887,C9,11,77,639,54,Tablet
S2888,C3,3,77,1870,58,Tablet
S2889,C24,36,76,351,58,Desktop
S2890,C19,55,10,4582,27,Desktop
S2891,C4,80,61,5903,15,Desktop
S2892,C10,74,81,4980,53,Desktop
S2893,C7,55,16,3532,37,Desktop
S2894,C14,64,62,4346,25,Desktop
S2895,C4,81,52,4226,57,Desktop
S2896,C20,27,22,4003,27,Desktop
S2897,C6,53,10,5611,59,Desktop
S2898,C5,56,16,4032,16,Desktop
S2899,C15,75,82,968,50,Tablet
S2900,C8,22,14,1593,35,Tablet
S2901,C25,35,86,3941,33,Tablet
S2902,C29,98,58,5400,51,Tablet
S2903,C2,40,29,497,13,Tablet
S2904,C29,76,82,4587,51,Desktop
S2905,C5,83,12,4198,4,Tablet
S2906,C15,87,70,1565,44,Tablet
S2907,C20,30,66,2614,21,Tablet
S2908,C19,98,62,2587,26,Mobile
S2909,C30,51,87,2621,5,Mobile
S2910,C12,38,75,453,26,Tablet
S2911,C11,13,90,3135,56,Tablet
S2912,C12,36,87,3195,10,Desktop
S2913,C8,57,39,2207,36,Desktop
S2914,C21,76,26,5917,43,Mobile
S2915,C27,48,80,5398,29,Mobile
S2916,C3,44,47,4790,10,Tablet
S2917,C4,80,71,5017,10,Desktop
S2918,C5,80,82,1736,14,Desktop
S2919,C4,7,57,2498,14,Mobile
S2920,C10,82,29,5315,38,Desktop
S2921,C2,94,33,511,44,Tablet
S2922,C5,44,22,1821,58,Mobile
S2923,C25,8,89,236,56,Mobile
S2924,C1,40,77,2758,0,Mobile
S2925,C28,28,64,4338,7,Tablet
S2926,C4,70,73,4946,14,Mobile
S2927,C13,51,13,3753,41,Tablet
S2928,C10,65,30,5763,57,Mobile
S2929,C17,56,46,4291,6,Desktop
S2930,C15,24,52,5402,28,Mobile
S2931,C29,9,16,4212,29,Tablet
S2932,C23,63,20,3991,19,Desktop
S2933,C10,81,23,4231,19,Tablet
S2934,C9,27,86,5329,29,Desktop
S2935,C13,41,34,5299,47,Tablet
S2936,C13,27,77,4596,1,Desktop
S2937,C15,68,44,5659,55,Desktop
S2938,C27,65,35,794,43,Mobile
S2939,C12,87,63,2055,42,Mobile
S2940,C30,28,23,3705,12,Tablet
S2941,C28,52,25,2794,46,Mobile
S2942,C7,47,18,3183,24,Mobile
S2943,C28,64,28,3035,11,Desktop
S2944,C24,70,46,3852,38,Desktop
S2945,C15,100,64,1360,29,Tablet
S2946,C3,32,23,1921,50,Desktop
S2947,C9,41,87,5568,41,Desktop
S2948,C5,12,61,3480,7,Mobile
S2949,C12,28,82,3529,42,Tablet
S2950,C24,9,45,1482,11,Mobile
S2951,C30,1,86,3574,31,Mobile
S2952,C30,10,42,2476,54,Mobile
S2953,C11,30,80,5384,17,Tablet
S2954,C19,93,67,427,40,Desktop
S2955,C18,14,81,2008,4,Mobile
S2956,C25,80,15,1502,57,Tablet
S2957,C26,90,35,2349,17,Tablet
S2958,C11,85,14,4937,14,Desktop
S2959,C17,60,36,5983,60,Tablet
S2960,C6,70,89,1068,9,Mobile
S2961,C18,80,22,3356,40,Mobile
S2962,C15,66,84,1302,36,Tablet
S2963,C30,94,71,2676,11,Desktop
S2964,C13,80,21,1104,30,Mobile
S2965,C12,49,52,4216,54,Mobile
S2966,C13,23,78,2689,43,Mobile
S2967,C4,78,47,4845,34,Mobile
S2968,C8,95,57,5078,11,Tablet
S2969,C18,43,17,2247,57,Mobile
S2970,C26,51,40,5529,6,Mobile
S2971,C16,83,64,975,14,Mobile
S2972,C2,92,74,5281,49,Desktop
S2973,C12,37,70,3166,33,Mobile
S2974,C7,42,19,848,8,Tablet
S2975,C2,36,76,4475,22,Desktop
S2976,C7,89,24,5383,24,Desktop
S2977,C6,6,14,4713,56,Desktop
S2978,C7,30,39,4476,22,Desktop
S2979,C20,6,45,5199,2,Tablet
S2980,C9,39,60,2471,36,Tablet
S2981,C23,66,12,3407,5,Tablet
S2982,C27,24,33,5877,25,Mobile
S2983,C19,77,61,1393,22,Mobile
S2984,C1,62,30,544,44,Tablet
S2985,C21,100,21,4590,29,Mobile
S2986,C14,44,68,5622,57,Tablet
S2987,C20,45,81,1172,25,Mobile
S2988,C7,83,58,950,39,Desktop
S2989,C11,29,45,1996,41,Desktop
S2990,C5,6,21,5661,39,Desktop
S2991,C26,36,11,2506,3,Desktop
S2992,C15,35,67,5355,51,Mobile
S2993,C25,72,65,1334,36,Tablet
S2994,C10,30,45,1522,32,Mobile
S2995,C13,53,69,2441,23,Tablet
S2996,C18,17,74,3404,39,Mobile
S2997,C2,22,10,544,9,Desktop
S2998,C13,53,55,3323,28,Tablet
S2999,C18,89,69,2825,21,Desktop
S3000,C24,54,67,4043,2,Desktop
S3001,C6,79,42,4719,15,Mobile
S3002,C1,62,53,3353,56,Mobile
S3003,C9,59,81,5176,56,Mobile
S3004,C28,20,36,4778,21,Tablet
S3005,C23,41,15,1929,5,Tablet
S3006,C26,82,16,1953,39,Desktop
S3007,C12,65,71,791,45,Tablet
S3008,C12,17,58,1202,1,Mobile
S3009,C11,17,46,1191,45,Tablet
S3010,C29,6,47,4920,42,Tablet
S3011,C10,3,54,561,45,Desktop
S3012,C8,80,69,1912,33,Desktop
S3013,C17,53,67,3203,56,Mobile
S3014,C25,40,30,3195,23,Desktop
S3015,C20,15,55,5452,27,Tablet
S3016,C5,2,65,5574,17,Desktop
S3017,C17,5,42,3370,52,Tablet
S3018,C9,69,81,5357,54,Tablet
S3019,C18,79,50,2623,42,Tablet
S3020,C20,25,40,1153,28,Mobile
S3021,C19,93,73,5923,53,Desktop
S3022,C7,44,76,2245,54,Desktop
S3023,C17,83,42,640,60,Tablet
S3024,C27,26,45,1414,26,Mobile
S3025,C8,47,31,769,6,Desktop
S3026,C25,49,65,4997,14,Mobile
S3027,C3,95,32,5882,55,Tablet
S3028,C26,22,64,3945,5,Tablet
S3029,C21,57,31,3338,19,Tablet
S3030,C20,70,64,2464,42,Mobile
S3031,C6,13,42,3828,19,Mobile
S3032,C18,25,17,3806,4,Tablet
S3033,C18,87,56,1740,33,Tablet
S3034,C14,53,67,4327,11,Desktop
S3035,C29,66,82,4756,24,Mobile
S3036,C21,13,79,3805,39,Desktop
S3037,C13,6,87,2591,53,Desktop
S3038,C16,18,24,4911,25,Mobile
S3039,C23,3,77,2003,4,Tablet
S3040,C16,43,31,4933,0,Tablet
S3041,C12,3,90,2915,7,Desktop
S3042,C8,71,55,5232,9,Mobile
S3043,C17,90,38,1407,41,Desktop
S3044,C22,40,36,273,47,Desktop
S3045,C8,27,43,1651,58,Desktop
S3046,C14,22,67,2650,22,Desktop
S3047,C26,28,54,3604,25,Mobile
S3048,C30,26,52,4289,29,Desktop
S3049,C30,20,50,3078,28,Tablet
S3050,C27,13,11,5373,18,Tablet
S3051,C27,78,57,2669,23,Tablet
S3052,C10,72,86,5232,17,Desktop
S3053,C16,22,21,2774,45,Tablet
S3054,C29,89,70,5029,34,Mobile
S3055,C27,6,78,1599,12,Desktop
S3056,C18,55,78,3666,16,Desktop
S3057,C19,98,76,2624,1,Tablet
S3058,C9,59,74,1905,15,Desktop
S3059,C7,51,15,5483,51,Mobile
S3060,C13,60,14,5198,28,Mobile
S3061,C11,97,87,428,27,Desktop
S3062,C2,100,37,3117,25,Tablet
S3063,C21,29,38,759,33,Mobile
S3064,C22,33,15,3489,19,Tablet
S3065,C14,96,17,3583,51,Mobile
S3066,C30,23,62,755,50,Tablet
S3067,C1,40,36,2786,55,Tablet
S3068,C11,61,68,2544,46,Mobile
S3069,C18,72,84,4836,14,Tablet
S3070,C9,47,20,1939,26,Tablet
S3071,C6,42,40,4062,29,Mobile
S3072,C7,50,52,2262,57,Mobile
S3073,C18,4,54,4758,34,Tablet
S3074,C2,45,73,1209,37,Tablet
S3075,C12,19,65,5152,60,Mobile
S3076,C15,88,85,4204,60,Desktop
S3077,C13,75,72,5947,58,Mobile
S3078,C14,10,51,3004,3,Tablet
S3079,C26,85,73,2682,19,Mobile
S3080,C25,65,85,472,17,Tablet
S3081,C9,54,37,5204,41,Tablet
S3082,C25,46,15,3431,47,Mobile
S3083,C15,86,59,5895,38,Tablet
S3084,C23,9,79,2805,8,Mobile
S3085,C10,56,83,1225,4,Tablet
S3086,C23,52,11,1445,0,Desktop
S3087,C27,80,51,2535,44,Tablet
S3088,C3,12,58,1373,52,Tablet
S3089,C25,82,76,5919,24,Tablet
S3090,C26,14,15,5880,48,Desktop
S3091,C6,56,17,1431,23,Mobile
S3092,C6,33,83,5089,50,Desktop
S3093,C13,35,71,734,17,Desktop
S3094,C27,72,17,1200,0,Tablet
S3095,C11,62,66,429,0,Mobile
S3096,C2,46,16,5562,32,Desktop
S3097,C7,52,82,3638,36,Desktop
S3098,C9,86,31,527,29,Tablet
S3099,C4,46,47,5907,56,Desktop
S3100,C12,87,47,1102,12,Desktop
S3101,C25,92,87,3296,43,Tablet
S3102,C7,75,14,2380,31,Tablet
S3103,C18,41,54,888,33,Tablet
S3104,C28,29,30,4419,53,Mobile
S3105,C6,48,21,836,55,Tablet
S3106,C1,57,80,5000,24,Tablet
S3107,C27,52,71,1501,4,Desktop
S3108,C5,97,16,2981,52,Mobile
S3109,C4,55,31,4057,13,Desktop
S3110,C12,12,87,4217,21,Mobile
S3111,C12,96,14,3594,55,Tablet
S3112,C10,6,73,5414,52,Mobile
S3113,C2,47,86,4943,40,Mobile
S3114,C22,25,70,2294,13,Mobile
S3115,C21,98,71,3844,49,Mobile
S3116,C21,46,64,1612,19,Desktop
S3117,C12,46,22,3905,47,Tablet
S3118,C1,45,36,1302,22,Desktop
S3119,C10,33,52,3690,51,Desktop
S3120,C24,26,44,591,36,Tablet
S3121,C30,6,83,5105,15,Mobile
S3122,C4,59,53,5027,37,Mobile
S3123,C11,38,75,4689,48,Desktop
S3124,C29,17,59,3711,49,Tablet
S3125,C23,47,65,3807,46,Mobile
S3126,C18,51,78,2612,35,Mobile
S3127,C30,74,27,1425,56,Desktop
S3128,C8,4,84,5293,36,Desktop
S3129,C13,75,54,4309,46,Mobile
S3130,C15,100,25,381,24,Mobile
S3131,C26,2,87,1290,23,Tablet
S3132,C12,4,11,976,27,Tablet
S3133,C20,52,26,5218,30,Desktop
S3134,C3,72,39,4280,22,Mobile
S3135,C9,7,58,3397,45,Tablet
S3136,C10,90,21,849,41,Desktop
S3137,C15,91,29,2548,44,Desktop
S3138,C18,7,37,4455,60,Tablet
S3139,C17,75,53,5077,27,Mobile
S3140,C20,52,71,3666,58,Mobile
S3141,C26,85,34,721,25,Desktop
S3142,C10,16,80,1737,46,Desktop
S3143,C7,22,87,2157,27,Tablet
S3144,C17,60,65,648,36,Tablet
S3145,C23,5,14,5744,1,Mobile
S3146,C7,41,64,478,29,Mobile
S3147,C25,46,19,4916,55,Mobile
S3148,C30,25,84,5378,35,Desktop
S3149,C25,26,23,5649,28,Mobile
S3150,C3,14,81,1438,47,Desktop
S3151,C9,89,38,4229,33,Desktop
S3152,C5,53,86,4088,6,Desktop
S3153,C22,37,25,376,50,Desktop
S3154,C1,90,13,2238,60,Desktop
S3155,C1,78,13,836,5,Mobile
S3156,C1,75,53,2202,25,Tablet
S3157,C11,100,75,4985,15,Mobile
S3158,C29,77,35,826,12,Desktop
S3159,C25,32,10,3074,15,Desktop
S3160,C9,82,34,3823,59,Tablet
S3161,C14,46,19,1914,48,Desktop
S3162,C27,31,90,1323,18,Tablet
S3163,C9,29,31,3186,53,Mobile
S3164,C12,95,42,2559,39,Tablet
S3165,C27,74,30,5710,21,Mobile
S3166,C20,93,48,3713,11,Mobile
S3167,C5,55,22,1119,59,Tablet
S3168,C19,61,48,4349,6,Tablet
S3169,C5,7,65,4116,0,Desktop
S3170,C19,34,19,2410,33,Desktop
S3171,C10,60,28,2084,38,Tablet
S3172,C4,40,74,5571,1,Tablet
S3173,C20,66,68,3290,26,Mobile
S3174,C30,16,74,4533,40,Desktop
S3175,C2,12,73,3306,8,Tablet
S3176,C16,35,56,4579,8,Desktop
S3177,C17,1,62,3754,38,Desktop
S3178,C12,37,90,4084,8,Mobile
S3179,C12,93,76,3654,4,Desktop
S3180,C18,68,61,4122,21,Mobile
S3181,C25,85,50,1370,5,Desktop
S3182,C8,35,82,4789,15,Desktop
S3183,C4,69,43,798,17,Tablet
S3184,C19,23,34,376,19,Tablet
S3185,C13,71,28,3904,22,Mobile
S3186,C10,64,78,3887,57,Desktop
S3187,C18,19,27,1906,8,Tablet
S3188,C18,73,35,3900,34,Mobile
S3189,C18,70,52,4313,26,Desktop
S3190,C8,62,60,5905,20,Mobile
S3191,C17,18,73,2415,7,Desktop
S3192,C1,19,18,5396,13,Desktop
S3193,C5,12,86,3955,12,Desktop
S3194,C21,5,80,2120,54,Desktop
S3195,C16,54,58,5167,24,Desktop
S3196,C12,89,34,5141,23,Tablet
S3197,C11,42,59,5517,50,Tablet
S3198,C24,14,87,2939,34,Tablet
S3199,C6,67,36,1959,28,Mobile
S3200,C1,60,60,1779,9,Tablet
S3201,C10,88,57,4721,39,Desktop
S3202,C24,94,58,1730,60,Tablet
S3203,C30,37,86,5489,19,Tablet
S3204,C12,79,69,2432,39,Tablet
S3205,C26,22,85,3729,2,Desktop
S3206,C11,100,78,5079,16,Desktop
S3207,C16,17,71,4909,60,Desktop
S3208,C18,17,32,4592,18,Tablet
S3209,C7,73,17,3586,23,Desktop
S3210,C21,14,27,4395,35,Tablet
S3211,C6,15,21,698,23,Desktop
S3212,C4,35,40,5944,46,Tablet
S3213,C26,45,87,2333,44,Desktop
S3214,C22,67,85,3804,44,Mobile
S3215,C18,29,15,3137,45,Tablet
S3216,C3,90,76,1653,13,Tablet
S3217,C1,74,77,1928,2,Desktop
S3218,C20,96,67,4505,29,Desktop
S3219,C8,64,84,1950,3,Desktop
S3220,C1,6,67,3418,25,Tablet
S3221,C16,7,72,4423,43,Mobile
S3222,C10,44,45,1647,36,Desktop
S3223,C10,39,31,5671,18,Mobile
S3224,C13,6,61,2380,19,Desktop
S3225,C22,82,10,729,15,Mobile
S3226,C22,97,44,5945,39,Mobile
S3227,C4,35,87,2673,37,Tablet
S3228,C10,66,21,5626,27,Tablet
S3229,C20,29,86,630,57,Tablet
S3230,C22,7,73,4006,34,Mobile
S3231,C21,30,24,3909,17,Desktop
S3232,C14,28,77,4203,60,Desktop
S3233,C26,21,17,5311,12,Desktop
S3234,C28,30,50,4256,49,Tablet
S3235,C7,6,27,5466,24,Desktop
S3236,C10,92,85,1231,6,Desktop
S3237,C12,6,75,5006,33,Tablet
S3238,C13,88,80,3336,35,Mobile
S3239,C27,28,34,1895,34,Desktop
S3240,C23,13,39,3342,11,Tablet
S3241,C26,78,85,5503,30,Desktop
S3242,C12,97,77,3511,40,Tablet
S3243,C4,66,66,3969,32,Desktop
S3244,C28,31,50,1000,14,Desktop
S3245,C9,42,52,5206,1,Mobile
S3246,C1,99,44,272,43,Desktop
S3247,C4,17,68,3687,51,Desktop
S3248,C23,23,28,2176,31,Desktop
S3249,C8,50,40,3365,40,Tablet
S3250,C28,25,48,5183,55,Mobile
S3251,C10,29,79,2712,47,Tablet
S3252,C29,4,66,1132,1,Desktop
S3253,C29,43,82,1427,55,Desktop
S3254,C1,32,41,254,10,Tablet
S3255,C22,88,16,2540,6,Mobile
S3256,C8,83,74,1848,60,Tablet
S3257,C17,69,27,5983,55,Tablet
S3258,C16,51,79,1460,5,Mobile
S3259,C1,35,44,4612,50,Desktop
S3260,C17,51,28,1126,34,Desktop
S3261,C30,67,71,3365,53,Mobile
S3262,C18,37,90,360,20,Tablet
S3263,C13,7,64,1712,32,Tablet
S3264,C15,6,65,3102,49,Desktop
S3265,C1,19,70,1975,46,Tablet
S3266,C17,29,58,3769,7,Mobile
S3267,C17,20,72,767,27,Desktop
S3268,C16,79,51,4702,35,Desktop
S3269,C25,55,87,795,43,Desktop
S3270,C19,9,27,897,27,Tablet
S3271,C19,73,40,5532,56,Tablet
S3272,C22,100,58,5453,40,Tablet
S3273,C16,22,81,5725,3,Mobile
S3274,C4,70,50,5326,5,Mobile
S3275,C23,21,13,1356,33,Mobile
S3276,C13,92,90,4884,28,Tablet
S3277,C9,37,89,1244,32,Mobile
S3278,C23,92,38,3701,30,Desktop
S3279,C8,62,36,5914,7,Desktop
S3280,C30,70,76,3651,60,Tablet
S3281,C25,47,67,4121,23,Tablet
S3282,C13,31,87,5927,2,Mobile
S3283,C6,59,46,4627,15,Tablet
S3284,C3,42,44,1380,11,Desktop
S3285,C1,36,78,4899,25,Tablet
S3286,C2,45,68,2549,26,Tablet
S3287,C28,16,78,3844,8,Tablet
S3288,C25,23,25,5743,41,Tablet
S3289,C13,20,83,524,18,Desktop
S3290,C27,4,17,4342,49,Mobile
S3291,C15,22,22,5155,35,Tablet
S3292,C15,95,51,5251,16,Desktop
S3293,C20,24,18,5568,16,Mobile
S3294,C17,46,76,5312,48,Tablet
S3295,C10,71,25,4321,28,Desktop
S3296,C21,84,90,2104,36,Mobile
S3297,C22,47,38,464,22,Tablet
S3298,C21,15,83,2263,26,Desktop
S3299,C17,47,30,223,11,Desktop
S3300,C13,9,48,2949,58,Mobile
S3301,C27,77,58,3664,20,Tablet
S3302,C25,29,57,4565,54,Mobile
S3303,C12,21,15,1186,4,Mobile
S3304,C18,25,38,3217,42,Desktop
S3305,C1,30,53,1596,30,Tablet
S3306,C26,34,66,4276,2,Desktop
S3307,C8,89,73,4495,16,Desktop
S3308,C20,78,65,5681,31,Desktop
S3309,C17,30,17,4609,20,Mobile
S3310,C20,3,31,1447,30,Tablet
S3311,C11,49,83,3167,53,Desktop
S3312,C9,8,76,3208,53,Desktop
S3313,C30,90,66,3208,1,Desktop
S3314,C27,83,81,560,52,Desktop
S3315,C18,73,68,5960,48,Mobile
S3316,C19,13,77,4745,0,Mobile
S3317,C30,45,30,300,52,Desktop
S3318,C15,92,81,1853,25,Desktop
S3319,C11,2,56,2253,33,Mobile
S3320,C9,47,90,1911,57,Desktop
S3321,C29,47,67,214,60,Tablet
S3322,C10,84,63,1998,36,Mobile
S3323,C13,72,11,3405,33,Desktop
S3324,C14,13,43,1564,27,Tablet
S3325,C23,39,34,2104,23,Mobile
S3326,C6,11,62,4394,8,Desktop
S3327,C16,10,39,5710,55,Tablet
S3328,C15,1,72,269,37,Desktop
S3329,C19,48,67,1848,14,Mobile
S3330,C29,83,24,5992,32,Mobile
S3331,C7,79,20,3275,26,Desktop
S3332,C17,23,48,3340,41,Tablet
S3333,C23,83,82,4531,7,Tablet
S3334,C6,2,88,3814,56,Tablet
S3335,C3,60,34,537,21,Desktop
S3336,C15,86,10,1676,41,Mobile
S3337,C27,3,17,2636,48,Desktop
S3338,C29,17,76,4680,52,Tablet
S3339,C25,19,43,1131,42,Desktop
S3340,C13,92,69,5820,39,Desktop
S3341,C30,82,19,3412,21,Desktop
S3342,C25,20,87,1557,51,Mobile
S3343,C10,70,53,3610,21,Desktop
S3344,C29,7,46,5392,18,Tablet
S3345,C23,68,35,4807,23,Mobile
S3346,C20,85,62,1498,57,Mobile
S3347,C18,19,65,5166,9,Tablet
S3348,C24,45,55,1956,7,Mobile
S3349,C18,53,37,2238,46,Tablet
S3350,C27,77,22,4689,58,Mobile
S3351,C5,20,25,2232,25,Mobile
S3352,C30,86,28,5275,41,Mobile
S3353,C19,98,77,4793,60,Mobile
S3354,C21,51,49,438,56,Tablet
S3355,C9,63,61,3046,30,Tablet
S3356,C10,75,37,4573,13,Mobile
S3357,C22,44,64,3673,5,Tablet
S3358,C30,5,74,5537,5,Mobile
S3359,C2,21,12,378,51,Tablet
S3360,C15,26,72,2802,7,Tablet
S3361,C6,98,86,5977,6,Desktop
S3362,C18,15,20,1362,10,Desktop
S3363,C7,80,46,3634,38,Tablet
S3364,C29,83,43,2587,19,Desktop
S3365,C14,7,52,1359,59,Desktop
S3366,C29,49,81,3319,0,Desktop
S3367,C13,60,60,3916,19,Mobile
S3368,C30,56,45,3955,39,Tablet
S3369,C24,47,45,339,51,Tablet
S3370,C14,63,22,1857,4,Desktop
S3371,C7,81,69,5682,54,Desktop
S3372,C12,84,59,2724,18,Desktop
S3373,C2,31,43,1973,58,Mobile
S3374,C2,58,15,2720,20,Desktop
S3375,C6,20,38,5932,4,Mobile
S3376,C27,64,66,2380,42,Tablet
S3377,C4,85,74,5003,11,Desktop
S3378,C28,65,53,2122,9,Tablet
S3379,C25,85,76,5011,33,Mobile
S3380,C7,84,80,4268,60,Desktop
S3381,C4,71,15,781,4,Tablet
S3382,C20,71,29,514,23,Tablet
S3383,C3,22,10,1630,19,Tablet
S3384,C26,68,59,3380,24,Desktop
S3385,C17,39,46,903,2,Tablet
S3386,C20,70,15,3046,23,Desktop
S3387,C18,22,21,4664,20,Mobile
S3388,C9,88,60,4623,9,Desktop
S3389,C16,87,11,4315,59,Desktop
S3390,C16,59,27,3102,60,Desktop
S3391,C8,43,67,3306,22,Mobile
S3392,C8,63,72,1845,41,Mobile
S3393,C11,94,60,3715,56,Tablet
S3394,C28,90,15,4316,6,Desktop
S3395,C21,67,74,3868,31,Desktop
S3396,C2,8,53,1899,0,Desktop
S3397,C17,14,55,3082,28,Mobile
S3398,C18,84,67,5682,33,Mobile
S3399,C28,78,72,798,3,Mobile
S3400,C27,17,69,3187,11,Mobile
S3401,C3,13,24,2828,6,Tablet
S3402,C15,62,53,4085,24,Tablet
S3403,C12,36,52,3521,10,Tablet
S3404,C23,24,66,4571,47,Desktop
S3405,C16,70,80,4398,59,Mobile
S3406,C18,45,20,538,56,Tablet
S3407,C20,6,48,411,53,Tablet
S3408,C2,25,62,2428,56,Tablet
S3409,C27,30,19,1843,27,Mobile
S3410,C30,34,52,518,33,Tablet
S3411,C1,67,12,3450,10,Tablet
S3412,C13,48,90,4864,36,Tablet
S3413,C14,98,20,5546,26,Tablet
S3414,C24,81,73,4498,33,Desktop
S3415,C5,58,30,1531,9,Desktop
S3416,C5,27,23,4128,41,Tablet
S3417,C28,48,26,4819,23,Tablet
S3418,C2,8,10,633,50,Tablet
S3419,C10,45,15,2157,29,Mobile
S3420,C6,25,20,373,35,Tablet
S3421,C8,16,90,826,21,Desktop
S3422,C14,60,16,5054,8,Tablet
S3423,C8,91,47,242,17,Desktop
S3424,C7,25,90,2316,48,Mobile
S3425,C13,80,55,475,52,Mobile
S3426,C25,26,26,2896,38,Mobile
S3427,C11,77,52,1403,0,Desktop
S3428,C16,28,31,828,16,Tablet
S3429,C26,30,35,4690,28,Desktop
S3430,C6,81,21,2081,56,Mobile
