student_id,average_quiz_score,assignment_score,final_exam_score,badges_earned,certified
S3512,42,42,42,1,0
S3513,63,54,63,8,1
S3514,46,46,45,0,0
S3515,45,40,37,6,0
S3516,70,63,65,4,1
S3517,50,41,30,0,0
S3518,77,68,68,6,1
S3519,42,38,40,3,0
S3520,51,50,44,7,0
S3521,45,43,28,0,0
S3522,98,88,79,6,1
S3523,46,46,33,4,0
S3524,60,59,51,4,0
S3525,57,51,39,3,0
S3526,59,56,42,6,0
S3527,67,65,59,5,1
S3528,56,46,56,1,0
S3529,94,90,84,2,1
S3530,82,72,66,3,1
S3531,41,34,24,5,0
S3532,86,80,74,2,1
S3533,96,93,83,7,1
S3534,49,47,42,5,0
S3535,57,49,46,8,0
S3536,50,46,35,2,0
S3537,66,57,52,8,1
S3538,86,81,66,2,1
S3539,90,85,82,5,1
S3540,86,81,75,0,1
S3541,54,51,37,2,0
S3542,98,88,83,0,1
S3543,93,90,74,3,1
S3544,100,91,80,3,1
S3545,46,46,26,0,0
S3546,90,88,78,1,1
S3547,52,50,49,7,0
S3548,58,52,58,2,0
S3549,60,50,42,8,0
S3550,69,69,56,6,1
S3551,45,42,34,3,0
S3552,80,79,78,3,1
S3553,76,68,65,5,1
S3554,56,51,37,1,0
S3555,63,59,47,3,1
S3556,61,59,56,4,1
S3557,51,49,35,7,0
S3558,72,63,72,3,1
S3559,75,65,72,8,1
S3560,79,70,60,7,1
S3561,57,47,54,3,0
S3562,40,36,36,0,0
S3563,64,58,51,4,1
S3564,78,71,65,1,1
S3565,90,80,76,2,1
S3566,48,41,47,1,0
S3567,81,76,74,0,1
S3568,63,55,61,7,1
S3569,53,53,51,6,0
S3570,80,75,78,3,1
S3571,49,43,38,2,0
S3572,61,54,42,0,1
S3573,97,95,78,0,1
S3574,87,85,82,6,1
S3575,96,86,79,1,1
S3576,67,61,47,6,1
S3577,89,88,69,4,1
S3578,63,56,59,1,1
S3579,90,81,88,1,1
S3580,95,94,85,6,1
S3581,86,84,85,4,1
S3582,83,76,82,5,1
S3583,69,66,52,1,1
S3584,41,31,34,7,0
S3585,48,40,42,0,0
S3586,91,90,79,5,1
S3587,99,95,94,1,1
S3588,87,79,82,4,1
S3589,85,77,75,3,1
S3590,59,55,43,5,0
S3591,96,93,83,2,1
S3592,78,70,78,3,1
S3593,72,70,61,1,1
S3594,98,95,98,7,1
S3595,95,88,89,2,1
S3596,75,72,71,3,1
S3597,50,41,41,5,0
S3598,96,90,83,0,1
S3599,41,37,32,6,0
S3600,66,65,50,3,1
S3601,94,93,87,8,1
S3602,48,47,48,8,0
S3603,82,76,71,8,1
S3604,45,40,30,0,0
S3605,65,64,46,0,1
S3606,46,43,46,5,0
S3607,70,69,51,1,1
S3608,82,77,81,1,1
S3609,63,60,61,6,1
S3610,85,77,68,2,1
S3611,80,78,64,8,1
S3612,56,55,56,4,0
S3613,65,59,62,5,1
S3614,93,90,79,7,1
S3615,52,42,48,0,0
S3616,70,63,56,3,1
S3617,100,97,97,8,1
S3618,76,75,68,8,1
S3619,57,51,46,6,0
S3620,63,60,45,0,1
S3621,49,48,34,0,0
S3622,59,56,50,6,0
S3623,90,85,85,0,1
S3624,73,65,70,8,1
S3625,99,90,82,1,1
S3626,71,63,62,8,1
S3627,56,47,44,4,0
S3628,43,43,33,7,0
S3629,82,73,68,2,1
S3630,81,73,77,1,1
S3631,70,66,57,1,1
S3632,72,62,54,3,1
S3633,71,61,66,0,1
S3634,45,37,26,1,0
S3635,46,42,45,4,0
S3636,85,84,76,5,1
S3637,63,61,47,7,1
S3638,88,83,75,7,1
S3639,93,87,74,7,1
S3640,42,37,39,5,0
S3641,92,87,72,1,1
S3642,91,90,71,6,1
S3643,88,79,81,7,1
S3644,74,66,60,7,1
S3645,78,69,59,6,1
S3646,64,59,61,5,1
S3647,95,90,87,2,1
S3648,52,51,45,4,0
S3649,40,30,40,2,0
S3650,50,42,49,8,0
S3651,49,44,46,6,0
S3652,81,77,76,3,1
S3653,86,82,82,4,1
S3654,72,66,67,2,1
S3655,82,82,79,5,1
S3656,100,95,100,1,1
S3657,46,43,36,5,0
S3658,67,58,47,7,1
S3659,78,69,77,5,1
S3660,55,45,36,2,0
S3661,53,44,47,1,0
S3662,69,61,56,7,1
S3663,72,70,55,8,1
S3664,60,57,42,5,0
S3665,68,60,51,6,1
S3666,63,58,45,7,1
S3667,69,61,57,7,1
S3668,41,37,31,8,0
S3669,58,50,47,5,0
S3670,46,37,26,4,0
S3671,84,82,67,6,1
S3672,85,78,65,2,1
S3673,52,45,37,0,0
S3674,62,58,50,3,1
S3675,53,43,53,3,0
S3676,95,91,75,0,1
S3677,88,80,72,1,1
S3678,88,78,84,4,1
S3679,50,48,38,6,0
S3680,79,69,74,8,1
S3681,77,77,57,0,1
S3682,95,95,83,1,1
S3683,41,32,38,8,0
S3684,62,52,59,6,1
S3685,45,37,34,1,0
S3686,47,46,39,5,0
S3687,65,61,57,3,1
S3688,81,81,73,7,1
S3689,67,66,60,4,1
S3690,87,85,83,1,1
S3691,64,58,62,7,1
S3692,43,43,24,6,0
S3693,98,93,82,8,1
S3694,62,55,47,7,1
S3695,44,36,25,4,0
S3696,65,64,59,1,1
S3697,40,33,27,2,0
S3698,91,85,88,4,1
S3699,93,88,83,3,1
S3700,86,79,81,7,1
S3701,96,94,85,8,1
S3702,67,66,53,7,1
S3703,81,75,66,5,1
S3704,94,84,88,2,1
S3705,80,77,65,7,1
S3706,61,58,50,5,1
S3707,41,38,35,6,0
S3708,56,46,55,6,0
S3709,41,40,27,3,0
S3710,65,58,52,6,1
S3711,95,91,84,0,1
S3712,47,37,37,8,0
S3713,59,50,47,8,0
S3714,78,77,59,0,1
S3715,93,86,88,0,1
S3716,73,69,71,8,1
S3717,44,34,38,8,0
S3718,58,48,53,1,0
S3719,45,37,29,3,0
S3720,73,64,57,8,1
S3721,66,60,48,3,1
S3722,63,62,46,8,1
S3723,88,87,82,8,1
S3724,56,53,40,1,0
S3725,76,71,58,6,1
S3726,50,45,41,6,0
S3727,98,95,84,7,1
S3728,96,88,95,7,1
S3729,87,84,72,2,1
S3730,83,80,81,8,1
S3731,68,60,56,3,1
S3732,82,75,63,4,1
S3733,67,59,59,5,1
S3734,54,51,45,0,0
S3735,43,41,33,6,0
S3736,62,57,60,4,1
S3737,90,80,82,1,1
S3738,61,60,46,4,1
S3739,71,69,69,2,1
S3740,49,46,29,5,0
S3741,72,67,64,6,1
S3742,91,90,83,6,1
S3743,99,95,93,8,1
S3744,74,70,67,0,1
S3745,52,46,44,2,0
S3746,64,61,61,8,1
S3747,99,96,86,3,1
S3748,69,67,64,3,1
S3749,74,69,70,8,1
S3750,60,56,41,3,0
S3751,89,88,82,5,1
S3752,72,67,52,4,1
S3753,57,55,54,4,0
S3754,65,58,61,4,1
S3755,45,42,32,6,0
S3756,56,51,38,2,0
S3757,40,33,32,4,0
S3758,86,83,76,4,1
S3759,49,43,43,3,0
S3760,93,90,83,2,1
S3761,72,68,69,6,1
S3762,79,71,64,8,1
S3763,47,41,36,5,0
S3764,43,39,33,4,0
S3765,55,53,37,4,0
S3766,98,96,91,1,1
S3767,93,89,93,3,1
S3768,41,38,23,1,0
S3769,92,92,84,3,1
S3770,72,66,67,7,1
S3771,48,47,36,3,0
S3772,62,56,58,6,1
S3773,53,46,41,7,0
S3774,44,41,44,8,0
S3775,50,50,41,6,0
S3776,50,42,33,5,0
S3777,84,81,68,4,1
S3778,58,54,51,4,0
S3779,85,83,76,0,1
S3780,71,68,65,7,1
S3781,53,48,42,1,0
S3782,43,34,27,2,0
S3783,49,45,31,2,0
S3784,41,40,22,7,0
S3785,63,60,61,5,1
S3786,83,78,80,0,1
S3787,67,58,48,5,1
S3788,97,97,92,5,1
S3789,81,74,81,6,1
S3790,42,37,32,3,0
S3791,67,60,65,7,1
S3792,47,47,46,3,0
S3793,85,77,67,5,1
S3794,85,75,69,1,1
S3795,66,62,50,3,1
S3796,89,79,82,2,1
S3797,76,67,73,6,1
S3798,92,82,92,2,1
S3799,57,53,47,1,0
S3800,100,98,88,5,1
S3801,73,67,57,6,1
S3802,61,59,50,2,1
S3803,90,87,71,5,1
S3804,76,69,70,1,1
S3805,73,67,58,5,1
S3806,62,57,56,2,1
S3807,41,31,41,7,0
S3808,45,41,39,4,0
S3809,48,46,39,7,0
S3810,68,63,52,7,1
S3811,43,42,34,5,0
S3812,44,34,33,3,0
S3813,74,71,56,7,1
S3814,42,41,32,0,0
S3815,86,81,66,5,1
S3816,45,35,43,5,0
S3817,86,81,69,5,1
S3818,63,57,55,5,1
S3819,59,54,51,0,0
S3820,49,44,38,6,0
S3821,72,68,64,8,1
S3822,70,64,52,0,1
S3823,41,38,36,0,0
S3824,41,36,33,2,0
S3825,55,54,36,3,0
S3826,72,69,71,0,1
S3827,47,39,30,2,0
S3828,80,76,77,5,1
S3829,51,44,35,5,0
S3830,90,81,90,8,1
S3831,87,82,86,6,1
S3832,41,33,35,8,0
S3833,64,63,61,0,1
S3834,79,76,64,8,1
S3835,67,65,55,4,1
S3836,45,41,36,1,0
S3837,82,79,76,5,1
S3838,90,88,78,8,1
S3839,72,68,60,7,1
S3840,80,79,77,2,1
S3841,48,48,47,7,0
S3842,94,92,81,8,1
S3843,52,51,36,7,0
S3844,99,98,85,0,1
S3845,80,80,69,5,1
S3846,98,98,87,3,1
S3847,74,67,60,1,1
S3848,76,69,58,6,1
S3849,58,58,54,7,0
S3850,65,58,54,5,1
S3851,66,64,61,5,1
S3852,80,77,73,6,1
S3853,78,69,60,8,1
S3854,40,39,35,0,0
S3855,79,71,60,5,1
S3856,70,64,52,7,1
S3857,50,50,46,7,0
S3858,93,90,75,5,1
S3859,55,47,38,8,0
S3860,64,54,47,8,1
S3861,90,86,83,3,1
S3862,86,85,69,7,1
S3863,82,75,72,8,1
S3864,75,72,72,5,1
S3865,49,44,43,3,0
S3866,71,70,64,0,1
S3867,70,63,66,7,1
S3868,70,70,61,8,1
S3869,68,67,61,0,1
S3870,40,39,31,2,0
S3871,46,43,41,7,0
S3872,72,63,72,8,1
S3873,88,80,87,1,1
S3874,55,45,48,8,0
S3875,65,56,47,7,1
S3876,46,44,31,4,0
S3877,88,87,76,8,1
S3878,64,64,44,6,1
S3879,92,92,88,7,1
S3880,90,85,90,0,1
S3881,60,54,46,3,0
S3882,92,85,91,6,1
S3883,98,92,91,5,1
S3884,68,60,67,5,1
S3885,69,61,59,2,1
S3886,50,46,46,1,0
S3887,72,72,66,2,1
S3888,58,54,45,5,0
S3889,96,96,95,2,1
S3890,81,74,61,1,1
S3891,49,45,32,0,0
S3892,44,34,30,0,0
S3893,66,59,60,4,1
S3894,86,78,74,6,1
S3895,97,97,78,1,1
S3896,100,99,99,4,1
S3897,90,88,72,0,1
S3898,73,68,68,8,1
S3899,77,69,74,3,1
S3900,85,83,70,7,1
S3901,91,83,87,4,1
S3902,76,74,56,1,1
S3903,78,74,74,4,1
S3904,64,55,54,1,1
S3905,45,41,30,5,0
S3906,74,71,66,4,1
S3907,67,62,60,0,1
S3908,93,88,87,6,1
S3909,97,93,94,8,1
S3910,42,41,22,5,0
S3911,87,85,77,7,1
S3912,54,47,53,0,0
S3913,82,78,79,1,1
S3914,88,88,76,3,1
S3915,65,55,54,6,1
S3916,89,85,84,8,1
S3917,49,49,34,7,0
S3918,67,65,65,5,1
S3919,88,85,84,1,1
S3920,69,66,62,0,1
S3921,45,39,37,4,0
S3922,80,74,71,3,1
S3923,48,48,44,0,0
S3924,69,61,51,1,1
S3925,56,56,52,6,0
S3926,80,71,63,2,1
S3927,76,71,67,8,1
S3928,51,48,47,5,0
S3929,96,87,82,1,1
S3930,51,48,40,3,0
S3931,50,45,32,6,0
S3932,55,55,48,8,0
S3933,66,56,63,4,1
S3934,52,46,39,4,0
S3935,43,38,31,4,0
S3936,93,87,80,0,1
S3937,50,49,40,2,0
S3938,63,58,57,0,1
S3939,67,65,51,5,1
S3940,56,47,53,6,0
S3941,69,68,54,0,1
S3942,57,53,51,8,0
S3943,44,35,37,0,0
S3944,45,45,38,2,0
S3945,72,67,52,5,1
S3946,60,57,45,3,0
S3947,88,88,78,0,1
S3948,58,51,51,2,0
S3949,46,37,41,4,0
S3950,69,65,66,0,1
S3951,73,65,72,8,1
S3952,91,88,77,7,1
S3953,72,71,54,8,1
S3954,60,58,59,6,0
S3955,67,59,61,8,1
S3956,42,37,27,5,0
S3957,81,80,77,7,1
S3958,46,42,43,5,0
S3959,50,44,30,3,0
S3960,74,74,72,4,1
S3961,53,50,36,5,0
S3962,40,37,30,7,0
S3963,59,58,43,8,0
S3964,93,83,77,4,1
S3965,58,49,51,4,0
S3966,85,84,75,2,1
S3967,89,86,73,0,1
S3968,65,64,55,1,1
S3969,69,60,49,4,1
S3970,40,39,24,1,0
S3971,58,56,48,4,0
S3972,90,80,71,0,1
S3973,62,62,56,3,1
S3974,84,83,83,7,1
S3975,93,86,88,2,1
S3976,94,92,78,4,1
S3977,65,61,62,4,1
S3978,65,58,52,8,1
S3979,68,66,56,0,1
S3980,46,44,46,5,0
S3981,48,46,43,6,0
S3982,92,85,92,7,1
S3983,86,78,84,2,1
S3984,50,46,37,1,0
S3985,86,78,77,1,1
S3986,71,67,62,2,1
S3987,97,89,77,2,1
S3988,60,51,49,4,0
S3989,56,54,45,0,0
S3990,76,66,64,8,1
S3991,83,78,66,7,1
S3992,68,61,51,2,1
S3993,45,37,44,1,0
S3994,84,80,79,3,1
S3995,51,46,42,3,0
S3996,88,84,82,6,1
S3997,78,74,65,1,1
S3998,71,65,69,1,1
S3999,76,69,73,5,1
S4000,61,59,53,6,1
S4001,73,65,60,0,1
S4002,60,57,40,7,0
S4003,97,93,78,8,1
S4004,83,83,66,7,1
S4005,41,34,22,6,0
S4006,82,78,63,6,1
S4007,75,75,59,4,1
S4008,42,40,38,0,0
S4009,98,94,79,7,1
S4010,47,45,46,8,0
S4011,51,41,34,1,0
S4012,50,45,44,3,0
S4013,80,77,65,7,1
S4014,84,74,72,0,1
S4015,78,73,78,5,1
S4016,46,39,33,8,0
S4017,74,69,73,0,1
S4018,44,39,30,4,0
S4019,79,76,73,2,1
S4020,53,46,40,0,0
S4021,92,83,75,3,1
S4022,86,84,79,5,1
S4023,74,67,71,0,1
S4024,79,70,67,4,1
S4025,67,65,62,5,1
S4026,74,65,56,4,1
S4027,69,64,53,5,1
S4028,53,46,37,1,0
S4029,72,65,62,7,1
S4030,45,39,27,7,0
S4031,84,78,79,3,1
S4032,61,56,42,3,1
S4033,40,40,31,8,0
S4034,60,54,52,5,0
S4035,81,74,64,1,1
S4036,96,94,91,4,1
S4037,71,67,67,3,1
S4038,93,93,86,3,1
S4039,87,81,70,7,1
S4040,70,64,66,1,1
S4041,56,55,45,0,0
S4042,41,38,35,4,0
S4043,81,71,81,1,1
S4044,69,62,54,4,1
S4045,80,70,65,3,1
S4046,79,72,59,2,1
S4047,66,57,47,0,1
S4048,64,60,45,7,1
S4049,40,34,25,5,0
S4050,52,52,51,8,0
S4051,63,59,43,5,1
S4052,40,32,35,8,0
S4053,47,43,43,2,0
S4054,57,56,51,4,0
S4055,63,56,60,0,1
S4056,91,89,78,2,1
S4057,44,41,26,3,0
S4058,96,92,84,5,1
S4059,50,41,42,5,0
S4060,46,41,40,7,0
S4061,63,56,51,1,1
S4062,92,82,91,0,1
S4063,90,90,82,5,1
S4064,57,51,39,3,0
S4065,92,91,79,0,1
S4066,77,76,72,7,1
S4067,100,98,92,2,1
S4068,94,87,93,4,1
S4069,47,41,32,5,0
S4070,44,40,32,5,0
S4071,82,81,82,6,1
S4072,45,40,44,2,0
S4073,50,47,49,3,0
S4074,96,94,94,7,1
S4075,48,48,47,2,0
S4076,61,61,43,3,1
S4077,61,51,54,4,1
S4078,59,50,54,0,0
S4079,55,55,46,6,0
S4080,43,34,38,6,0
S4081,76,73,71,5,1
S4082,71,61,53,8,1
S4083,65,64,51,7,1
S4084,84,84,68,1,1
S4085,45,35,30,5,0
S4086,87,81,74,5,1
S4087,79,69,77,0,1
S4088,64,61,57,7,1
S4089,98,95,83,5,1
S4090,94,92,77,5,1
S4091,79,69,65,3,1
S4092,70,66,60,3,1
S4093,97,91,91,3,1
S4094,100,94,93,1,1
S4095,56,52,54,1,0
S4096,82,75,69,2,1
S4097,94,87,94,3,1
S4098,77,75,69,5,1
S4099,82,73,64,1,1
S4100,69,60,62,4,1
S4101,71,71,70,3,1
S4102,66,60,62,1,1
S4103,90,84,86,5,1
S4104,61,52,58,4,1
S4105,54,48,38,3,0
S4106,80,74,60,6,1
S4107,95,90,77,0,1
S4108,61,58,59,1,1
S4109,74,66,56,4,1
S4110,58,52,44,5,0
S4111,76,68,64,8,1
S4112,72,72,55,2,1
S4113,48,43,32,3,0
S4114,64,56,50,3,1
S4115,83,74,69,5,1
S4116,51,44,47,7,0
S4117,76,70,76,2,1
S4118,89,81,72,2,1
S4119,83,75,81,2,1
S4120,61,51,51,2,1
S4121,86,85,84,5,1
S4122,45,39,29,8,0
S4123,66,63,49,6,1
S4124,77,67,68,6,1
S4125,88,85,77,7,1
S4126,40,34,25,0,0
S4127,91,84,85,1,1
S4128,41,31,39,4,0
S4129,45,44,43,1,0
S4130,51,46,43,6,0
S4131,61,61,61,8,1
S4132,83,81,66,5,1
S4133,62,55,48,4,1
S4134,55,48,36,5,0
S4135,79,78,59,0,1
S4136,49,45,39,0,0
S4137,54,46,36,6,0
S4138,72,67,56,6,1
S4139,67,65,53,8,1
S4140,82,81,64,2,1
S4141,65,62,46,0,1
S4142,63,59,47,3,1
S4143,84,76,66,3,1
S4144,58,58,50,7,0
S4145,97,87,96,0,1
S4146,40,31,25,7,0
S4147,85,78,66,3,1
S4148,85,85,67,4,1
S4149,62,59,60,7,1
S4150,66,61,63,5,1
S4151,71,70,66,6,1
S4152,46,41,34,2,0
S4153,98,89,93,8,1
S4154,85,77,72,2,1
S4155,74,73,68,7,1
S4156,41,41,33,8,0
S4157,83,78,66,7,1
S4158,75,75,62,0,1
S4159,93,88,93,0,1
S4160,83,78,71,7,1
S4161,59,58,57,1,0
S4162,64,58,50,1,1
S4163,74,65,55,4,1
S4164,54,53,46,6,0
S4165,52,42,39,0,0
S4166,77,76,69,6,1
S4167,74,65,57,3,1
S4168,100,99,81,6,1
S4169,70,68,70,5,1
S4170,82,77,71,4,1
S4171,46,38,30,6,0
S4172,93,86,92,2,1
S4173,50,45,44,4,0
S4174,57,48,46,8,0
S4175,58,52,51,2,0
S4176,97,90,91,5,1
S4177,100,92,98,5,1
S4178,93,92,73,0,1
S4179,96,95,87,4,1
S4180,77,74,57,5,1
S4181,59,57,59,4,0
S4182,53,52,49,6,0
S4183,52,50,37,5,0
S4184,63,53,61,8,1
S4185,100,95,82,1,1
S4186,49,39,34,0,0
S4187,45,37,41,2,0
S4188,79,78,79,3,1
S4189,44,39,44,5,0
S4190,96,90,83,5,1
S4191,62,53,61,3,1
S4192,76,72,74,3,1
S4193,79,71,78,7,1
S4194,91,85,81,1,1
S4195,85,83,74,1,1
S4196,40,38,38,2,0
S4197,83,76,64,1,1
S4198,47,40,38,8,0
S4199,73,70,67,3,1
S4200,75,65,67,1,1
S4201,75,73,64,6,1
S4202,54,44,53,7,0
S4203,65,63,56,6,1
S4204,85,81,65,8,1
S4205,77,68,66,0,1
S4206,92,82,80,2,1
S4207,86,80,72,6,1
S4208,67,65,60,1,1
S4209,98,98,89,2,1
S4210,89,84,76,0,1
S4211,79,73,69,3,1
S4212,47,37,37,8,0
S4213,66,57,60,0,1
S4214,75,66,74,3,1
S4215,87,81,87,3,1
S4216,43,35,34,2,0
S4217,72,71,71,6,1
S4218,73,73,72,1,1
S4219,79,69,61,2,1
S4220,83,73,73,3,1
S4221,99,99,99,8,1
S4222,40,33,21,4,0
S4223,42,38,25,4,0
S4224,94,92,92,6,1
S4225,85,83,76,3,1
S4226,42,36,38,2,0
S4227,65,60,58,1,1
S4228,47,37,46,7,0
S4229,53,43,37,1,0
S4230,83,74,75,8,1
S4231,76,69,72,7,1
S4232,99,96,79,2,1
S4233,52,44,32,1,0
S4234,74,70,64,3,1
S4235,57,55,41,5,0
S4236,90,88,90,4,1
S4237,61,56,57,5,1
S4238,92,91,87,0,1
S4239,78,77,74,1,1
S4240,85,83,73,0,1
S4241,44,36,37,2,0
S4242,50,45,36,5,0
S4243,44,38,30,8,0
S4244,89,82,79,4,1
S4245,45,44,26,1,0
S4246,94,88,80,3,1
S4247,71,61,57,3,1
S4248,52,50,32,6,0
S4249,70,64,67,1,1
S4250,88,84,85,6,1
S4251,97,94,84,1,1
S4252,75,73,61,8,1
S4253,90,80,71,4,1
S4254,55,49,50,6,0
S4255,86,77,70,0,1
S4256,92,90,87,0,1
S4257,43,34,24,7,0
S4258,81,79,67,8,1
S4259,98,90,80,0,1
S4260,43,41,39,1,0
S4261,42,32,35,8,0
S4262,97,87,80,5,1
S4263,84,79,81,4,1
S4264,57,55,40,8,0
S4265,42,41,31,4,0
S4266,81,81,74,0,1
S4267,78,70,61,3,1
S4268,75,71,58,3,1
S4269,87,80,80,6,1
S4270,56,53,45,4,0
S4271,75,72,57,2,1
S4272,44,44,43,8,0
S4273,47,38,38,2,0
S4274,88,80,75,0,1
S4275,45,36,30,2,0
S4276,66,62,46,6,1
S4277,43,35,42,4,0
S4278,80,77,61,2,1
S4279,52,49,39,7,0
S4280,89,87,72,3,1
S4281,80,74,76,4,1
S4282,61,57,51,2,1
S4283,52,52,39,0,0
S4284,89,87,76,0,1
S4285,55,50,41,3,0
S4286,41,39,24,6,0
S4287,42,34,23,4,0
S4288,72,62,68,5,1
S4289,86,82,85,3,1
S4290,91,82,91,3,1
S4291,78,71,72,3,1
S4292,43,36,26,3,0
S4293,52,44,40,0,0
S4294,75,68,71,4,1
S4295,93,92,85,4,1
S4296,88,84,75,1,1
S4297,67,67,65,6,1
S4298,59,53,59,6,0
S4299,93,90,85,0,1
S4300,74,67,57,1,1
S4301,57,53,54,8,0
S4302,70,69,65,8,1
S4303,89,82,79,1,1
S4304,95,93,85,1,1
S4305,57,52,54,8,0
S4306,77,73,66,7,1
S4307,49,43,33,5,0
S4308,70,69,58,8,1
S4309,86,85,85,1,1
S4310,46,36,30,0,0
S4311,63,59,45,8,1
S4312,52,52,35,0,0
S4313,90,82,76,0,1
S4314,86,78,68,3,1
S4315,82,74,64,1,1
S4316,68,64,64,6,1
S4317,87,86,72,6,1
S4318,48,44,29,2,0
S4319,65,56,56,1,1
S4320,51,44,45,7,0
S4321,52,49,48,1,0
S4322,55,48,38,3,0
S4323,93,83,77,5,1
S4324,69,69,56,2,1
S4325,63,63,63,1,1
S4326,82,76,68,2,1
S4327,54,46,51,8,0
S4328,41,39,33,1,0
S4329,73,67,65,7,1
S4330,49,46,35,3,0
S4331,47,37,30,2,0
S4332,66,66,47,8,1
S4333,55,52,55,7,0
S4334,60,57,44,4,0
S4335,93,92,75,7,1
S4336,64,55,52,5,1
S4337,73,71,65,4,1
S4338,72,63,66,5,1
S4339,61,58,44,0,1
S4340,70,60,68,4,1
S4341,90,83,78,7,1
S4342,86,77,72,7,1
S4343,84,75,72,5,1
S4344,51,42,36,7,0
S4345,73,73,53,1,1
S4346,63,60,48,4,1
S4347,59,50,43,5,0
S4348,67,67,67,4,1
S4349,62,52,57,2,1
S4350,46,36,44,1,0
S4351,41,39,40,0,0
S4352,65,57,49,0,1
S4353,90,82,83,3,1
S4354,50,46,33,6,0
S4355,79,72,75,8,1
S4356,78,70,72,7,1
S4357,76,71,75,1,1
S4358,57,54,50,0,0
S4359,88,80,78,7,1
S4360,43,43,24,5,0
S4361,66,64,46,0,1
S4362,95,91,77,8,1
S4363,78,68,73,6,1
S4364,73,67,67,1,1
S4365,77,75,64,2,1
S4366,74,73,72,6,1
S4367,97,93,94,4,1
S4368,84,81,76,5,1
S4369,80,76,62,2,1
S4370,77,70,62,4,1
S4371,94,93,77,2,1
S4372,91,83,86,2,1
S4373,48,42,42,1,0
S4374,61,58,59,7,1
S4375,46,45,46,3,0
S4376,73,70,71,8,1
S4377,47,47,32,3,0
S4378,90,80,70,8,1
S4379,53,46,34,7,0
S4380,87,87,76,1,1
S4381,46,42,27,3,0
S4382,44,43,38,4,0
S4383,53,48,41,3,0
S4384,58,50,47,7,0
S4385,100,94,89,6,1
S4386,77,74,60,4,1
S4387,45,39,44,2,0
S4388,61,57,42,4,1
S4389,44,39,38,6,0
S4390,52,45,33,6,0
S4391,93,89,88,5,1
S4392,84,76,78,2,1
S4393,75,74,71,3,1
S4394,95,87,88,0,1
S4395,55,50,36,0,0
S4396,95,90,75,4,1
S4397,81,77,75,6,1
S4398,74,74,71,0,1
S4399,100,94,99,1,1
S4400,41,33,30,1,0
S4401,93,92,78,3,1
S4402,45,41,42,8,0
S4403,62,55,54,7,1
S4404,74,68,60,2,1
S4405,55,49,52,6,0
S4406,74,73,56,4,1
S4407,40,32,35,1,0
S4408,59,55,39,7,0
S4409,69,69,67,7,1
S4410,98,94,78,8,1
S4411,71,65,68,4,1
S4412,50,45,39,3,0
S4413,77,72,74,4,1
S4414,61,54,60,1,1
S4415,83,81,64,2,1
S4416,91,83,83,2,1
S4417,78,73,58,4,1
S4418,87,85,78,8,1
S4419,55,48,45,1,0
S4420,90,80,85,0,1
S4421,74,73,62,4,1
S4422,59,58,41,6,0
S4423,96,87,82,1,1
S4424,58,50,55,5,0
S4425,76,66,56,6,1
S4426,91,86,89,7,1
S4427,68,65,54,4,1
S4428,68,61,52,0,1
S4429,66,65,46,1,1
S4430,91,81,76,1,1
S4431,68,67,48,4,1
S4432,100,99,92,2,1
S4433,64,57,56,0,1
S4434,86,82,84,7,1
S4435,80,80,70,0,1
S4436,61,52,55,1,1
S4437,41,31,36,1,0
S4438,59,50,54,5,0
S4439,88,83,68,3,1
S4440,57,56,41,5,0
S4441,66,63,58,6,1
S4442,44,44,33,1,0
S4443,99,94,98,4,1
S4444,47,37,31,4,0
S4445,99,95,97,5,1
S4446,71,63,52,3,1
S4447,82,75,82,0,1
S4448,57,56,54,7,0
S4449,57,55,42,7,0
S4450,92,91,76,2,1
S4451,75,66,62,5,1
S4452,86,76,72,1,1
S4453,47,46,36,5,0
S4454,89,84,84,4,1
S4455,55,49,55,7,0
S4456,45,37,35,7,0
S4457,43,34,24,0,0
S4458,70,60,69,5,1
S4459,75,68,66,4,1
S4460,85,83,73,7,1
S4461,65,56,59,7,1
S4462,68,66,51,2,1
S4463,63,61,58,7,1
S4464,48,47,41,0,0
S4465,59,58,59,1,0
S4466,69,61,51,6,1
S4467,76,73,73,5,1
S4468,82,76,82,8,1
S4469,47,47,45,3,0
S4470,85,80,66,4,1
S4471,49,40,39,4,0
S4472,96,93,96,8,1
S4473,75,65,62,3,1
S4474,72,71,57,3,1
S4475,94,85,87,8,1
S4476,72,62,60,7,1
S4477,54,47,46,3,0
S4478,65,64,51,8,1
S4479,69,65,49,6,1
S4480,86,77,69,1,1
S4481,72,65,58,2,1
S4482,96,96,79,1,1
S4483,61,54,49,5,1
S4484,40,33,23,7,0
S4485,56,49,43,1,0
S4486,53,44,42,3,0
S4487,40,37,26,7,0
S4488,89,83,75,0,1
S4489,67,63,58,1,1
S4490,41,34,36,5,0
S4491,83,77,75,0,1
S4492,79,77,67,0,1
S4493,71,70,61,7,1
S4494,66,56,59,3,1
S4495,52,47,45,0,0
S4496,82,82,70,8,1
S4497,59,55,39,5,0
S4498,45,37,28,3,0
S4499,40,33,40,5,0
S4500,53,51,40,0,0
S4501,90,90,86,4,1
S4502,48,42,36,0,0
S4503,48,42,47,7,0
S4504,93,87,93,3,1
S4505,60,60,56,3,0
S4506,89,82,80,1,1
S4507,79,73,72,6,1
S4508,51,51,41,8,0
